epoch,n_samples,samples_file,LogLikelihood,WassersteinDistance,IsPositive
280,500,gaussian_generated_epoch_0280.csv,-3.9884164333343506,0.005918181501328945,0.019999999552965164
281,500,gaussian_generated_epoch_0281.csv,-4.7415313720703125,0.005616837181150913,-0.06400000303983688
282,500,gaussian_generated_epoch_0282.csv,-3.375460624694824,0.005332617089152336,-0.03200000151991844
283,500,gaussian_generated_epoch_0283.csv,-4.086413383483887,0.006583941634744406,0.035999998450279236
284,500,gaussian_generated_epoch_0284.csv,-3.166064500808716,0.006035668309777975,0.04399999976158142
285,500,gaussian_generated_epoch_0285.csv,-3.7818689346313477,0.005169237498193979,0.035999998450279236
286,500,gaussian_generated_epoch_0286.csv,-3.6064541339874268,0.006540622562170029,0.024000000208616257
287,500,gaussian_generated_epoch_0287.csv,-3.669339895248413,0.006146520841866732,-0.01600000075995922
288,500,gaussian_generated_epoch_0288.csv,-4.285384654998779,0.0060969870537519455,-0.04399999976158142
289,500,gaussian_generated_epoch_0289.csv,-3.7029786109924316,0.0051599834114313126,0.0
290,500,gaussian_generated_epoch_0290.csv,-4.103978157043457,0.006376439705491066,0.04800000041723251
291,500,gaussian_generated_epoch_0291.csv,-4.068569183349609,0.006728115025907755,0.07599999755620956
292,500,gaussian_generated_epoch_0292.csv,-4.838026523590088,0.006662128493189812,0.004000000189989805
293,500,gaussian_generated_epoch_0293.csv,-4.460751533508301,0.004757769405841827,-0.04800000041723251
294,500,gaussian_generated_epoch_0294.csv,-4.15985107421875,0.006800801958888769,0.019999999552965164
295,500,gaussian_generated_epoch_0295.csv,-5.874820232391357,0.008055292069911957,0.07199999690055847
296,500,gaussian_generated_epoch_0296.csv,-3.5878779888153076,0.0052863010205328465,0.01600000075995922
297,500,gaussian_generated_epoch_0297.csv,-5.493274688720703,0.0063218530267477036,0.01600000075995922
298,500,gaussian_generated_epoch_0298.csv,-3.784156560897827,0.005925498902797699,-0.019999999552965164
299,500,gaussian_generated_epoch_0299.csv,-6.033958911895752,0.007630339358001947,0.01600000075995922
