epoch,n_samples,samples_file,LogLikelihood,WassersteinDistance,IsPositive
56,500,gaussian_generated_epoch_0056.csv,-8.461915016174316,0.007954257540404797,0.12399999797344208
57,500,gaussian_generated_epoch_0057.csv,-6.761440753936768,0.0054502421990036964,-0.06800000369548798
58,500,gaussian_generated_epoch_0058.csv,-8.557931900024414,0.0062211016193032265,-0.11999999731779099
59,500,gaussian_generated_epoch_0059.csv,-8.285815238952637,0.0073293824680149555,0.03999999910593033
60,500,gaussian_generated_epoch_0060.csv,-7.69844913482666,0.0071773105300962925,0.035999998450279236
61,500,gaussian_generated_epoch_0061.csv,-8.203316688537598,0.005050310865044594,-0.2639999985694885
62,500,gaussian_generated_epoch_0062.csv,-8.501249313354492,0.007071891333907843,0.04399999976158142
63,500,gaussian_generated_epoch_0063.csv,-7.564553737640381,0.00747309485450387,0.07999999821186066
64,500,gaussian_generated_epoch_0064.csv,-6.995487689971924,0.005423769820481539,-0.11599999666213989
65,500,gaussian_generated_epoch_0065.csv,-9.443239212036133,0.0070021371357142925,-0.08799999952316284
66,500,gaussian_generated_epoch_0066.csv,-7.800869941711426,0.007474230136722326,0.06800000369548798
67,500,gaussian_generated_epoch_0067.csv,-7.217261791229248,0.006581190507858992,-0.04399999976158142
68,500,gaussian_generated_epoch_0068.csv,-7.728487014770508,0.005651811603456736,-0.1679999977350235
69,500,gaussian_generated_epoch_0069.csv,-8.365158081054688,0.006656461860984564,-0.04800000041723251
70,500,gaussian_generated_epoch_0070.csv,-8.023988723754883,0.007680021692067385,0.06800000369548798
71,500,gaussian_generated_epoch_0071.csv,-6.555408954620361,0.005266189109534025,-0.10400000214576721
72,500,gaussian_generated_epoch_0072.csv,-9.064484596252441,0.007225008215755224,-0.04399999976158142
73,500,gaussian_generated_epoch_0073.csv,-7.349339962005615,0.006957865785807371,0.004000000189989805
74,500,gaussian_generated_epoch_0074.csv,-7.3738226890563965,0.006381484214216471,-0.0560000017285347
75,500,gaussian_generated_epoch_0075.csv,-7.174145221710205,0.00578069593757391,-0.08399999886751175
76,500,gaussian_generated_epoch_0076.csv,-7.941990852355957,0.007038664538413286,-0.035999998450279236
77,500,gaussian_generated_epoch_0077.csv,-7.1575822830200195,0.00697843125090003,-0.00800000037997961
78,500,gaussian_generated_epoch_0078.csv,-6.452874183654785,0.005004342179745436,-0.19200000166893005
79,500,gaussian_generated_epoch_0079.csv,-7.748319149017334,0.006475271191447973,-0.03999999910593033
80,500,gaussian_generated_epoch_0080.csv,-7.3382158279418945,0.007282371167093515,0.09600000083446503
81,500,gaussian_generated_epoch_0081.csv,-6.920205593109131,0.005875058006495237,-0.11999999731779099
82,500,gaussian_generated_epoch_0082.csv,-6.208096027374268,0.005067445803433657,-0.15199999511241913
83,500,gaussian_generated_epoch_0083.csv,-8.324419021606445,0.007243869826197624,0.04399999976158142
84,500,gaussian_generated_epoch_0084.csv,-6.694441318511963,0.006822073832154274,-0.004000000189989805
85,500,gaussian_generated_epoch_0085.csv,-5.761934757232666,0.004690211731940508,-0.18000000715255737
86,500,gaussian_generated_epoch_0086.csv,-7.9959306716918945,0.0068570952862501144,-0.03999999910593033
87,500,gaussian_generated_epoch_0087.csv,-7.1462860107421875,0.0070456587709486485,0.1080000028014183
88,500,gaussian_generated_epoch_0088.csv,-6.586235046386719,0.006316717714071274,-0.024000000208616257
89,500,gaussian_generated_epoch_0089.csv,-6.338525295257568,0.00519522512331605,-0.08399999886751175
90,500,gaussian_generated_epoch_0090.csv,-7.877216815948486,0.007292389404028654,0.01600000075995922
91,500,gaussian_generated_epoch_0091.csv,-6.271812915802002,0.006768326740711927,0.0
92,500,gaussian_generated_epoch_0092.csv,-6.402301788330078,0.00520536582916975,-0.13199999928474426
93,500,gaussian_generated_epoch_0093.csv,-6.578895568847656,0.0059833950363099575,-0.10000000149011612
94,500,gaussian_generated_epoch_0094.csv,-6.889716148376465,0.006797952577471733,0.04399999976158142
95,500,gaussian_generated_epoch_0095.csv,-6.034122943878174,0.006667323410511017,-0.01600000075995922
96,500,gaussian_generated_epoch_0096.csv,-6.157891273498535,0.005063348449766636,-0.1120000034570694
97,500,gaussian_generated_epoch_0097.csv,-7.457640647888184,0.00724791781976819,0.07599999755620956
98,500,gaussian_generated_epoch_0098.csv,-6.6315131187438965,0.006894199643284082,0.06800000369548798
99,500,gaussian_generated_epoch_0099.csv,-6.129000186920166,0.005922046955674887,-0.03200000151991844
100,500,gaussian_generated_epoch_0100.csv,-5.855610370635986,0.00453347060829401,-0.13199999928474426
101,500,gaussian_generated_epoch_0101.csv,-6.4094319343566895,0.007133725099265575,0.07599999755620956
102,500,gaussian_generated_epoch_0102.csv,-5.707083225250244,0.006545059382915497,0.024000000208616257
103,500,gaussian_generated_epoch_0103.csv,-5.421629905700684,0.00487604970112443,-0.15199999511241913
104,500,gaussian_generated_epoch_0104.csv,-5.325189590454102,0.005268441513180733,-0.04800000041723251
105,500,gaussian_generated_epoch_0105.csv,-6.278300762176514,0.006636743433773518,0.004000000189989805
106,500,gaussian_generated_epoch_0106.csv,-5.509209156036377,0.005714933387935162,-0.05999999865889549
107,500,gaussian_generated_epoch_0107.csv,-5.699639320373535,0.0047589680179953575,-0.14399999380111694
108,500,gaussian_generated_epoch_0108.csv,-5.943471908569336,0.007016114890575409,0.09200000017881393
109,500,gaussian_generated_epoch_0109.csv,-5.474369049072266,0.00648011127486825,0.052000001072883606
110,500,gaussian_generated_epoch_0110.csv,-5.477426052093506,0.005255550611764193,-0.1120000034570694
111,500,gaussian_generated_epoch_0111.csv,-5.2532267570495605,0.005774626042693853,0.04399999976158142
112,500,gaussian_generated_epoch_0112.csv,-5.826124668121338,0.006996738258749247,0.07599999755620956
113,500,gaussian_generated_epoch_0113.csv,-5.221930980682373,0.005393184721469879,-0.1120000034570694
114,500,gaussian_generated_epoch_0114.csv,-5.39312744140625,0.005456257611513138,-0.06800000369548798
115,500,gaussian_generated_epoch_0115.csv,-5.480656147003174,0.006537483073771,-0.012000000104308128
116,500,gaussian_generated_epoch_0116.csv,-4.680333137512207,0.005525811575353146,-0.04399999976158142
117,500,gaussian_generated_epoch_0117.csv,-5.419063568115234,0.005741788074374199,0.024000000208616257
118,500,gaussian_generated_epoch_0118.csv,-6.151313781738281,0.00651055620983243,0.0
119,500,gaussian_generated_epoch_0119.csv,-5.361166477203369,0.006223498377948999,0.04399999976158142
120,500,gaussian_generated_epoch_0120.csv,-4.794973373413086,0.005026644561439753,-0.01600000075995922
121,500,gaussian_generated_epoch_0121.csv,-6.542324066162109,0.006700453348457813,0.019999999552965164
122,500,gaussian_generated_epoch_0122.csv,-5.480571746826172,0.00637606717646122,-0.01600000075995922
123,500,gaussian_generated_epoch_0123.csv,-4.912856101989746,0.004566242918372154,-0.08399999886751175
124,500,gaussian_generated_epoch_0124.csv,-5.420289993286133,0.006500384770333767,0.0560000017285347
125,500,gaussian_generated_epoch_0125.csv,-5.521944522857666,0.006189409177750349,0.019999999552965164
126,500,gaussian_generated_epoch_0126.csv,-5.117406845092773,0.0048940652050077915,-0.10400000214576721
127,500,gaussian_generated_epoch_0127.csv,-5.432159900665283,0.006907947827130556,0.0560000017285347
128,500,gaussian_generated_epoch_0128.csv,-5.226113319396973,0.0059681483544409275,-0.019999999552965164
129,500,gaussian_generated_epoch_0129.csv,-4.878860950469971,0.004851708188652992,-0.05999999865889549
130,500,gaussian_generated_epoch_0130.csv,-5.43953800201416,0.0066875978372991085,0.024000000208616257
131,500,gaussian_generated_epoch_0131.csv,-4.989273548126221,0.005422152113169432,-0.012000000104308128
132,500,gaussian_generated_epoch_0132.csv,-4.897162437438965,0.0053711445070803165,0.0560000017285347
133,500,gaussian_generated_epoch_0133.csv,-5.841394424438477,0.006985224783420563,0.0560000017285347
134,500,gaussian_generated_epoch_0134.csv,-4.949454307556152,0.0056938775815069675,0.0
135,500,gaussian_generated_epoch_0135.csv,-4.97320032119751,0.004871685523539782,-0.12399999797344208
136,500,gaussian_generated_epoch_0136.csv,-5.5032477378845215,0.0068925973027944565,0.11599999666213989
137,500,gaussian_generated_epoch_0137.csv,-4.91981840133667,0.005705858115106821,-0.04800000041723251
138,500,gaussian_generated_epoch_0138.csv,-5.261274337768555,0.005123862065374851,-0.05999999865889549
139,500,gaussian_generated_epoch_0139.csv,-5.3551435470581055,0.006751514505594969,0.08799999952316284
140,500,gaussian_generated_epoch_0140.csv,-5.540757656097412,0.007008394692093134,0.004000000189989805
141,500,gaussian_generated_epoch_0141.csv,-5.246033668518066,0.004735466092824936,-0.07199999690055847
142,500,gaussian_generated_epoch_0142.csv,-5.678082466125488,0.006763088516891003,-0.01600000075995922
143,500,gaussian_generated_epoch_0143.csv,-6.254515647888184,0.007630157750099897,0.06800000369548798
144,500,gaussian_generated_epoch_0144.csv,-4.868869304656982,0.005221011117100716,-0.024000000208616257
145,500,gaussian_generated_epoch_0145.csv,-6.482851028442383,0.006727442145347595,-0.024000000208616257
146,500,gaussian_generated_epoch_0146.csv,-5.30543327331543,0.006500845309346914,0.04399999976158142
147,500,gaussian_generated_epoch_0147.csv,-5.901383876800537,0.00718314852565527,0.04399999976158142
148,500,gaussian_generated_epoch_0148.csv,-4.488053798675537,0.004237153567373753,-0.09200000017881393
149,500,gaussian_generated_epoch_0149.csv,-6.107583999633789,0.007120353169739246,0.0
150,500,gaussian_generated_epoch_0150.csv,-5.050448417663574,0.0063596428371965885,-0.004000000189989805
151,500,gaussian_generated_epoch_0151.csv,-4.9355597496032715,0.005648218560963869,-0.02800000086426735
152,500,gaussian_generated_epoch_0152.csv,-4.788516521453857,0.005290291737765074,-0.03200000151991844
153,500,gaussian_generated_epoch_0153.csv,-5.61920166015625,0.007210732437670231,0.05999999865889549
154,500,gaussian_generated_epoch_0154.csv,-4.764139652252197,0.006151933688670397,-0.024000000208616257
155,500,gaussian_generated_epoch_0155.csv,-4.385560512542725,0.004738337825983763,-0.07599999755620956
156,500,gaussian_generated_epoch_0156.csv,-4.906414031982422,0.0064325397834181786,0.02800000086426735
157,500,gaussian_generated_epoch_0157.csv,-4.3444623947143555,0.0055671618320047855,0.01600000075995922
158,500,gaussian_generated_epoch_0158.csv,-4.6227521896362305,0.00565727986395359,-0.024000000208616257
159,500,gaussian_generated_epoch_0159.csv,-5.504751205444336,0.005818047560751438,-0.06400000303983688
160,500,gaussian_generated_epoch_0160.csv,-4.196995735168457,0.005814710166305304,0.024000000208616257
161,500,gaussian_generated_epoch_0161.csv,-4.653069972991943,0.005927231162786484,-0.06800000369548798
162,500,gaussian_generated_epoch_0162.csv,-4.92439079284668,0.006099475082010031,0.004000000189989805
163,500,gaussian_generated_epoch_0163.csv,-4.31681489944458,0.0052373348735272884,-0.1120000034570694
164,500,gaussian_generated_epoch_0164.csv,-5.316750526428223,0.006450872402638197,-0.035999998450279236
165,500,gaussian_generated_epoch_0165.csv,-4.729978084564209,0.005482932087033987,-0.019999999552965164
166,500,gaussian_generated_epoch_0166.csv,-5.171309471130371,0.006130903027951717,-0.02800000086426735
167,500,gaussian_generated_epoch_0167.csv,-4.8704752922058105,0.006736874580383301,0.0560000017285347
168,500,gaussian_generated_epoch_0168.csv,-4.383842468261719,0.005837346892803907,0.02800000086426735
169,500,gaussian_generated_epoch_0169.csv,-4.062067985534668,0.004838387947529554,-0.14399999380111694
170,500,gaussian_generated_epoch_0170.csv,-4.924741268157959,0.007030224893242121,0.07199999690055847
171,500,gaussian_generated_epoch_0171.csv,-4.794548988342285,0.005520329810678959,0.012000000104308128
172,500,gaussian_generated_epoch_0172.csv,-4.7215189933776855,0.0055557251907885075,-0.035999998450279236
173,500,gaussian_generated_epoch_0173.csv,-4.268478870391846,0.005648835562169552,-0.08799999952316284
174,500,gaussian_generated_epoch_0174.csv,-4.166331768035889,0.006187191233038902,0.01600000075995922
175,500,gaussian_generated_epoch_0175.csv,-5.329225540161133,0.006409671623259783,0.0
176,500,gaussian_generated_epoch_0176.csv,-3.4030416011810303,0.005007426720112562,-0.04399999976158142
177,500,gaussian_generated_epoch_0177.csv,-4.64024019241333,0.006846937816590071,0.052000001072883606
178,500,gaussian_generated_epoch_0178.csv,-4.475266456604004,0.005608485545963049,0.019999999552965164
179,500,gaussian_generated_epoch_0179.csv,-4.4829583168029785,0.005690488498657942,-0.004000000189989805
180,500,gaussian_generated_epoch_0180.csv,-4.073086738586426,0.006230817176401615,0.019999999552965164
181,500,gaussian_generated_epoch_0181.csv,-4.014077663421631,0.006249208003282547,0.012000000104308128
182,500,gaussian_generated_epoch_0182.csv,-4.602492332458496,0.005886840168386698,0.004000000189989805
183,500,gaussian_generated_epoch_0183.csv,-3.5195298194885254,0.004714071750640869,-0.07199999690055847
184,500,gaussian_generated_epoch_0184.csv,-4.679642677307129,0.006929883733391762,0.0560000017285347
185,500,gaussian_generated_epoch_0185.csv,-4.52412748336792,0.006130864843726158,0.0560000017285347
186,500,gaussian_generated_epoch_0186.csv,-5.728419780731201,0.007153316400945187,0.012000000104308128
187,500,gaussian_generated_epoch_0187.csv,-3.947777509689331,0.005295795854181051,-0.03999999910593033
188,500,gaussian_generated_epoch_0188.csv,-3.91374135017395,0.00601485650986433,-0.06800000369548798
189,500,gaussian_generated_epoch_0189.csv,-4.302253246307373,0.00631661806255579,0.02800000086426735
190,500,gaussian_generated_epoch_0190.csv,-4.055681228637695,0.005082784220576286,-0.01600000075995922
191,500,gaussian_generated_epoch_0191.csv,-3.6096889972686768,0.006271492224186659,0.09200000017881393
192,500,gaussian_generated_epoch_0192.csv,-3.9800305366516113,0.006534946151077747,0.052000001072883606
193,500,gaussian_generated_epoch_0193.csv,-4.7603559494018555,0.00606950419023633,-0.019999999552965164
194,500,gaussian_generated_epoch_0194.csv,-4.487121105194092,0.005853470880538225,-0.01600000075995922
195,500,gaussian_generated_epoch_0195.csv,-3.6669135093688965,0.005912316031754017,0.052000001072883606
196,500,gaussian_generated_epoch_0196.csv,-3.8350541591644287,0.006197222042828798,-0.024000000208616257
197,500,gaussian_generated_epoch_0197.csv,-4.524575710296631,0.00610085716471076,0.019999999552965164
198,500,gaussian_generated_epoch_0198.csv,-5.004014492034912,0.006325662136077881,-0.0560000017285347
199,500,gaussian_generated_epoch_0199.csv,-3.9377212524414062,0.006005369126796722,0.012000000104308128
200,500,gaussian_generated_epoch_0200.csv,-4.292898178100586,0.0071523766964674,0.10000000149011612
201,500,gaussian_generated_epoch_0201.csv,-3.8737478256225586,0.005375599954277277,-0.04399999976158142
202,500,gaussian_generated_epoch_0202.csv,-4.631444454193115,0.005698938388377428,-0.07999999821186066
203,500,gaussian_generated_epoch_0203.csv,-4.242091655731201,0.0063443719409406185,-0.012000000104308128
204,500,gaussian_generated_epoch_0204.csv,-4.8131327629089355,0.0070850127376616,-0.03200000151991844
205,500,gaussian_generated_epoch_0205.csv,-5.728302955627441,0.006819536909461021,-0.06800000369548798
206,500,gaussian_generated_epoch_0206.csv,-4.267134666442871,0.004048442933708429,-0.02800000086426735
207,500,gaussian_generated_epoch_0207.csv,-4.500192642211914,0.007185427006334066,0.08399999886751175
208,500,gaussian_generated_epoch_0208.csv,-4.387318134307861,0.006357699166983366,0.00800000037997961
209,500,gaussian_generated_epoch_0209.csv,-4.669757843017578,0.0044801440089941025,-0.08399999886751175
210,500,gaussian_generated_epoch_0210.csv,-4.097044467926025,0.005008198786526918,-0.024000000208616257
211,500,gaussian_generated_epoch_0211.csv,-5.192877292633057,0.006962933111935854,-0.024000000208616257
212,500,gaussian_generated_epoch_0212.csv,-4.370156288146973,0.0050373440608382225,-0.08399999886751175
213,500,gaussian_generated_epoch_0213.csv,-4.990986347198486,0.006316664628684521,0.00800000037997961
214,500,gaussian_generated_epoch_0214.csv,-3.910177230834961,0.00624067522585392,0.00800000037997961
215,500,gaussian_generated_epoch_0215.csv,-4.282095432281494,0.005367100704461336,-0.1080000028014183
216,500,gaussian_generated_epoch_0216.csv,-4.838364124298096,0.005146670155227184,-0.14800000190734863
217,500,gaussian_generated_epoch_0217.csv,-3.7495410442352295,0.005003498867154121,-0.07599999755620956
218,500,gaussian_generated_epoch_0218.csv,-3.9629859924316406,0.00624116463586688,-0.00800000037997961
219,500,gaussian_generated_epoch_0219.csv,-4.03415060043335,0.0060491133481264114,-0.03200000151991844
220,500,gaussian_generated_epoch_0220.csv,-5.212947845458984,0.0066240704618394375,-0.03200000151991844
221,500,gaussian_generated_epoch_0221.csv,-4.025325298309326,0.005767690483480692,-0.01600000075995922
222,500,gaussian_generated_epoch_0222.csv,-3.7260031700134277,0.005899018608033657,0.004000000189989805
223,500,gaussian_generated_epoch_0223.csv,-4.763431072235107,0.005908853840082884,-0.07599999755620956
224,500,gaussian_generated_epoch_0224.csv,-4.1677632331848145,0.0051604509353637695,-0.024000000208616257
225,500,gaussian_generated_epoch_0225.csv,-4.413046836853027,0.006393239367753267,-0.052000001072883606
226,500,gaussian_generated_epoch_0226.csv,-5.0838494300842285,0.007302165497094393,0.05999999865889549
227,500,gaussian_generated_epoch_0227.csv,-4.079861164093018,0.004943710286170244,-0.02800000086426735
228,500,gaussian_generated_epoch_0228.csv,-4.943820953369141,0.0065370164811611176,-0.0560000017285347
229,500,gaussian_generated_epoch_0229.csv,-4.3905839920043945,0.00694652833044529,0.07599999755620956
230,500,gaussian_generated_epoch_0230.csv,-5.388675212860107,0.006194007582962513,-0.10400000214576721
231,500,gaussian_generated_epoch_0231.csv,-3.8077685832977295,0.005126224365085363,-0.08399999886751175
232,500,gaussian_generated_epoch_0232.csv,-4.226241588592529,0.006721832789480686,0.035999998450279236
233,500,gaussian_generated_epoch_0233.csv,-5.538527011871338,0.007238287478685379,0.0
234,500,gaussian_generated_epoch_0234.csv,-3.8297691345214844,0.004716562572866678,-0.0560000017285347
235,500,gaussian_generated_epoch_0235.csv,-4.20515775680542,0.006320299115031958,-0.04800000041723251
236,500,gaussian_generated_epoch_0236.csv,-4.938394546508789,0.007152304984629154,0.024000000208616257
237,500,gaussian_generated_epoch_0237.csv,-4.041591644287109,0.005744511727243662,0.03200000151991844
238,500,gaussian_generated_epoch_0238.csv,-4.765013217926025,0.0062940712086856365,-0.019999999552965164
239,500,gaussian_generated_epoch_0239.csv,-3.9398810863494873,0.005869928747415543,-0.04399999976158142
240,500,gaussian_generated_epoch_0240.csv,-5.167412281036377,0.007123393937945366,-0.012000000104308128
241,500,gaussian_generated_epoch_0241.csv,-3.809919834136963,0.005134857725352049,-0.00800000037997961
242,500,gaussian_generated_epoch_0242.csv,-4.409699440002441,0.0053735412657260895,-0.0560000017285347
243,500,gaussian_generated_epoch_0243.csv,-4.7997145652771,0.005782790016382933,-0.05999999865889549
244,500,gaussian_generated_epoch_0244.csv,-5.238039493560791,0.007176720537245274,-0.012000000104308128
245,500,gaussian_generated_epoch_0245.csv,-3.9881508350372314,0.005527976434677839,-0.01600000075995922
246,500,gaussian_generated_epoch_0246.csv,-4.6202921867370605,0.005465924274176359,-0.02800000086426735
247,500,gaussian_generated_epoch_0247.csv,-4.361888408660889,0.006059796549379826,0.0560000017285347
248,500,gaussian_generated_epoch_0248.csv,-5.9002790451049805,0.008197634480893612,0.08799999952316284
249,500,gaussian_generated_epoch_0249.csv,-3.886152982711792,0.005393046885728836,0.03999999910593033
250,500,gaussian_generated_epoch_0250.csv,-5.1464152336120605,0.005426621064543724,-0.03999999910593033
251,500,gaussian_generated_epoch_0251.csv,-4.210430145263672,0.0058267745189368725,0.0
252,500,gaussian_generated_epoch_0252.csv,-5.286318778991699,0.008034233003854752,0.052000001072883606
253,500,gaussian_generated_epoch_0253.csv,-4.044251441955566,0.005657918285578489,-0.052000001072883606
254,500,gaussian_generated_epoch_0254.csv,-4.420510292053223,0.0050375633873045444,-0.09200000017881393
255,500,gaussian_generated_epoch_0255.csv,-4.26011848449707,0.005935870576649904,-0.02800000086426735
256,500,gaussian_generated_epoch_0256.csv,-5.030307769775391,0.007729950360953808,0.06400000303983688
257,500,gaussian_generated_epoch_0257.csv,-3.462120771408081,0.005559146404266357,0.019999999552965164
258,500,gaussian_generated_epoch_0258.csv,-4.460567951202393,0.0050391145050525665,-0.052000001072883606
259,500,gaussian_generated_epoch_0259.csv,-3.963019609451294,0.006026490591466427,0.035999998450279236
260,500,gaussian_generated_epoch_0260.csv,-3.6082265377044678,0.006389294750988483,-0.03200000151991844
261,500,gaussian_generated_epoch_0261.csv,-3.680579900741577,0.005386151373386383,-0.052000001072883606
262,500,gaussian_generated_epoch_0262.csv,-4.049010276794434,0.006099972408264875,0.07599999755620956
263,500,gaussian_generated_epoch_0263.csv,-4.868203163146973,0.006360793486237526,-0.00800000037997961
264,500,gaussian_generated_epoch_0264.csv,-3.622469902038574,0.00642270315438509,0.0560000017285347
265,500,gaussian_generated_epoch_0265.csv,-4.114462375640869,0.006133375223726034,-0.01600000075995922
266,500,gaussian_generated_epoch_0266.csv,-3.9513251781463623,0.005632478278130293,0.05999999865889549
267,500,gaussian_generated_epoch_0267.csv,-5.372732162475586,0.006268129218369722,-0.1120000034570694
268,500,gaussian_generated_epoch_0268.csv,-3.7593228816986084,0.0061652385629713535,0.02800000086426735
269,500,gaussian_generated_epoch_0269.csv,-3.391700267791748,0.005566021427512169,0.07999999821186066
270,500,gaussian_generated_epoch_0270.csv,-5.298272609710693,0.006929830648005009,0.05999999865889549
271,500,gaussian_generated_epoch_0271.csv,-4.093045711517334,0.007262364029884338,0.13199999928474426
272,500,gaussian_generated_epoch_0272.csv,-3.40358567237854,0.005078680347651243,-0.052000001072883606
273,500,gaussian_generated_epoch_0273.csv,-5.26897668838501,0.0067267813719809055,-0.01600000075995922
274,500,gaussian_generated_epoch_0274.csv,-3.878770589828491,0.0062918895855546,0.07199999690055847
275,500,gaussian_generated_epoch_0275.csv,-4.178998947143555,0.006251369137316942,-0.0560000017285347
276,500,gaussian_generated_epoch_0276.csv,-5.973912715911865,0.006310051307082176,0.024000000208616257
277,500,gaussian_generated_epoch_0277.csv,-5.039937496185303,0.006625097710639238,0.035999998450279236
278,500,gaussian_generated_epoch_0278.csv,-4.004856586456299,0.006128282751888037,-0.00800000037997961
279,500,gaussian_generated_epoch_0279.csv,-3.669692277908325,0.006553309969604015,0.00800000037997961
