epoch,generator_type,ValidationStep_FakeData_KLDivergence,ValidationStep_FakeData_LogLikelihood,ValidationStep_FakeData_IsPositive,ValidationStep_FakeData_WassersteinDistance,ValidationStep_FakeData_MMDDistance,train_g_loss_epoch,d_loss,g_loss
60,classical_normal,9.253965903301628,-7.69883252620697,0.036213333066552875,,,,,
60,quantum_shadows,,,,,,,,
60,classical_uniform,15.553113767078944,-11.54496717453003,-0.061333332410348315,,,,,
61,quantum_samples,,,,,,,,
61,classical_normal,9.492375526428223,-6.5340052318573,0.0830533342063427,,,,,
61,quantum_shadows,,,,,,,,
61,classical_uniform,13.418590136936732,-9.562417711530413,-0.057904758623668125,,,,,
62,quantum_samples,,,,,,,,
62,classical_normal,9.763456745147705,-7.148230390548706,0.07151999935740605,,,,,
62,quantum_shadows,,,,,,,,
62,classical_uniform,13.006847722189766,-9.15606198992048,0.018476188615230576,,,,,
63,quantum_samples,,,,,,,,
63,classical_normal,8.82820886495162,-6.73267514705658,0.03178666726918891,,,,,
63,quantum_shadows,,,,,,,,
63,classical_uniform,13.951260685920715,-10.039539371218,0.07933333373096373,,,,,
64,quantum_samples,,,,,,,,
64,classical_normal,9.708209648132325,-6.867623133659363,0.08821333195082844,,,,,
64,quantum_shadows,,,,,,,,
64,classical_uniform,15.444244384765625,-11.499274321964808,0.022857142545815026,,,,,
65,quantum_samples,,,,,,,,
65,classical_normal,8.841542779182902,-6.472978210449218,0.046893334104679524,,,,,
65,quantum_shadows,,,,,,,,
65,classical_uniform,18.287529604775564,-14.377734524863106,0.06942856970376202,,,,,
66,quantum_samples,,,,,,,,
66,classical_normal,9.441741075515747,-6.499987206459045,0.04547999893315136,,,,,
66,quantum_shadows,,,,,,,,
66,classical_uniform,12.45850304194859,-8.54794808796474,0.1260952376095312,,,,,
67,quantum_samples,,,,,,,,
67,classical_normal,8.774043336206553,-6.524057602882385,0.0518266661488451,,,,,
67,quantum_shadows,,,,,,,,
67,classical_uniform,13.57781536238534,-9.666338409696307,0.061714286250727515,,,,,
68,quantum_samples,,,,,,,,
68,classical_normal,8.650579724993024,-6.479359130859375,0.03877333323704079,,,,,
68,quantum_shadows,,,,,,,,
68,classical_uniform,13.185720375605992,-9.331364563533239,0.04219047512326922,,,,,
69,quantum_samples,,,,,,,,
69,classical_normal,8.741223753715047,-6.663506011962891,0.03237333284690976,,,,,
69,quantum_shadows,,,,,,,,
69,classical_uniform,13.78229294504438,-9.879931892667498,-0.1506666631238269,,,,,
70,quantum_samples,,,,,,,,
70,classical_normal,8.635406961246412,-6.312192511558533,0.03950666537508368,,,,,
70,quantum_shadows,,,,,,,,
70,classical_uniform,15.483203717640468,-11.296380690165929,-0.14514285656956158,,,,,
71,quantum_samples,,,,,,,,
71,classical_normal,8.718739237104144,-6.387107887268066,0.07470666730776429,,,,,
71,quantum_shadows,,,,,,,,
71,classical_uniform,17.864326681409562,-13.549948351723808,-0.11295238029976774,,,,,
72,quantum_samples,,,,,,,,
72,classical_normal,8.577466195943405,-6.493307404518127,0.039933334060478956,,,,,
72,quantum_shadows,,,,,,,,
72,classical_uniform,15.855672700064522,-11.711955921990532,-0.11809523945807346,,,,,
73,quantum_samples,,,,,,,,
73,classical_normal,9.147936916351318,-6.1082932662963865,0.08474666683934629,,,,,
73,quantum_shadows,,,,,,,,
73,classical_uniform,12.55400390284402,-8.602517672947474,-0.09190476210122663,,,,,
74,quantum_samples,,,,,,,,
74,classical_normal,8.393556147205587,-6.355798840522766,0.03202666585333645,,,,,
74,quantum_shadows,,,,,,,,
74,classical_uniform,13.484310150146484,-9.586858749389648,-0.10285714358490493,,,,,
75,quantum_samples,,,,,,,,
75,classical_normal,8.55788263982656,-6.254699497222901,0.07936000029090792,,,,,
75,quantum_shadows,,,,,,,,
75,classical_uniform,15.808682373591832,-11.910046781812396,-0.05504762040384646,,,,,
76,quantum_samples,,,,,,,,
76,classical_normal,9.492764854431153,-6.71564772605896,0.06188000108115375,,,,,
76,quantum_shadows,,,,,,,,
76,classical_uniform,16.0390146119254,-12.224284785134452,-0.0023809511746679035,,,,,
77,quantum_samples,,,,,,,,
77,classical_normal,8.768068371986857,-6.456027789115906,0.04621333341114223,,,,,
77,quantum_shadows,,,,,,,,
77,classical_uniform,14.468879495348249,-10.650167124611992,-0.03923810147015112,,,,,
78,quantum_samples,,,,,,,,
78,classical_normal,8.67370133497277,-6.293513197898864,0.0755866674752906,,,,,
78,quantum_shadows,,,,,,,,
78,classical_uniform,13.282610637801033,-9.305699706077576,-0.02485714653240783,,,,,
79,quantum_samples,,,,,,,,
79,classical_normal,9.10397912979126,-6.155492224693298,0.027360000936314462,,,,,
79,quantum_shadows,,,,,,,,
79,classical_uniform,13.85922622680664,-9.78252877507891,0.06438095388667923,,,,,
80,quantum_samples,,,,,,,,
80,classical_normal,8.467378810960419,-6.033450322151184,0.07739999965143701,,,,,
80,quantum_shadows,,,,,,,,
80,classical_uniform,14.357427733285087,-10.274586030415126,0.11000000060136829,,,,,
81,quantum_samples,,,,,,,,
81,classical_normal,8.924825439453125,-6.033815507888794,0.014039999858941882,,,,,
81,quantum_shadows,,,,,,,,
81,classical_uniform,13.946087837219238,-9.880104507718768,0.062380951430116384,,,,,
82,quantum_samples,,,,,,,,
82,classical_normal,8.81076985359192,-5.9216004610061646,0.04053333414718509,,,,,
82,quantum_shadows,,,,,,,,
82,classical_uniform,16.016570602144515,-11.922146933419365,0.07085714263043233,,,,,
83,quantum_samples,,,,,,,,
83,classical_normal,8.705070362091064,-5.836817469596863,0.08227999987080693,,,,,
83,quantum_shadows,,,,,,,,
83,classical_uniform,13.751025608607701,-9.74800171170916,0.09361904749779829,,,,,
84,quantum_samples,,,,,,,,
84,classical_normal,8.760632591247559,-5.959861512184143,0.0262133341957815,,,,,
84,quantum_shadows,,,,,,,,
84,classical_uniform,13.26353999546596,-9.446489368166242,-0.10085714262511049,,,,,
85,quantum_samples,,,,,,,,
85,classical_normal,8.625032539367675,-5.843052144050598,0.08711999997496606,,,,,
85,quantum_shadows,,,,,,,,
85,classical_uniform,12.966335773468018,-9.141931022916522,-0.13504761869886092,,,,,
86,quantum_samples,,,,,,,,
86,classical_normal,8.333567638786471,-5.970227942466736,0.026093333268072456,,,,,
86,quantum_shadows,,,,,,,,
86,classical_uniform,19.120135920388357,-15.121271201542445,-0.12838095180424197,,,,,
87,quantum_samples,,,,,,,,
87,classical_normal,8.444239655319524,-5.915457415580749,0.10301333336159586,,,,,
87,quantum_shadows,,,,,,,,
87,classical_uniform,16.13058124269758,-12.197638818195887,-0.0632380932137104,,,,,
88,quantum_samples,,,,,,,,
88,classical_normal,8.712781600952148,-5.966460008621215,0.044386667138896885,,,,,
88,quantum_shadows,,,,,,,,
88,classical_uniform,15.427001953125,-11.620625632149833,-0.058000000925468545,,,,,
89,quantum_samples,,,,,,,,
89,classical_normal,8.318822033551275,-5.647267713546753,0.04035999906249344,,,,,
89,quantum_shadows,,,,,,,,
89,classical_uniform,13.878366470336914,-12.919388805116926,-0.056571429196212976,,,,,
90,quantum_samples,,,,,,,,
90,classical_normal,8.292802839863057,-5.845226316452027,0.08580000018700958,,,,,
90,quantum_shadows,,,,,,,,
90,classical_uniform,15.196361473628453,-11.139126947947911,0.08038095211876291,,,,,
91,quantum_samples,,,,,,,,
91,classical_normal,8.475302929780922,-5.766865525245667,0.051066665241184334,,,,,
91,quantum_shadows,,,,,,,,
91,classical_uniform,14.839563846588135,-10.748040744236537,0.10000000168968524,,,,,
92,quantum_samples,,,,,,,,
92,classical_normal,8.274171975194191,-5.616028547286987,0.030840000761672856,,,,,
92,quantum_shadows,,,,,,,,
92,classical_uniform,29.276542867933,-25.2387433052063,0.06752381061336823,,,,,
93,quantum_samples,,,,,,,,
93,classical_normal,8.108401833748331,-5.786796312332154,0.04590666575046876,,,,,
93,quantum_shadows,,,,,,,,
93,classical_uniform,24.87802525929042,-20.85172155925206,0.053809524314211946,,,,,
94,quantum_samples,,,,,,,,
94,classical_normal,8.191202913011823,-5.649310283660888,0.034880000650882724,,,,,
94,quantum_shadows,,,,,,,,
94,classical_uniform,14.946275983537946,-10.926715782710485,0.09933333162085287,,,,,
95,quantum_samples,,,,,,,,
95,classical_normal,8.381319103240967,-5.603681216239929,0.05137333403496693,,,,,
95,quantum_shadows,,,,,,,,
95,classical_uniform,14.468289920261928,-10.543218680790492,0.08295238057949714,,,,,
96,quantum_samples,,,,,,,,
96,classical_normal,8.067311773494799,-5.555520749092102,0.07750666634179652,,,,,
96,quantum_shadows,,,,,,,,
96,classical_uniform,14.963149888174874,-11.176635367529732,0.06638095235185963,,,,,
97,quantum_samples,,,,,,,,
97,classical_normal,8.351780633926392,-5.642972493171692,0.06121333318762481,,,,,
97,quantum_shadows,,,,,,,,
97,classical_uniform,14.708993434906006,-10.827565635953631,-0.09800000102924449,,,,,
98,quantum_samples,,,,,,,,
98,classical_normal,8.05826185187515,-5.503961839675903,0.07081333365291358,,,,,
98,quantum_shadows,,,,,,,,
98,classical_uniform,15.037156547818865,-11.105218921388898,-0.0797142846110676,,,,,
99,quantum_samples,,,,,,,,
99,classical_normal,8.21781855583191,-5.232973213195801,0.09217333362282563,,,,,
99,quantum_shadows,,,,,,,,
99,classical_uniform,16.482275554112025,-12.696952411106654,-0.04047619019235883,,,,,
100,quantum_samples,,,,,,,,
100,classical_normal,9.167268408669365,-5.780436721112993,-0.012000000084905574,,,,,
100,quantum_shadows,,,,,,,,
100,classical_uniform,16.15628535930927,-12.47536039352417,-0.0234871726268186,,,,,
101,quantum_samples,,,,,,,,
101,classical_normal,8.946111361185709,-5.452819645404816,-0.01562962884458506,,,,,
101,quantum_shadows,,,,,,,,
101,classical_uniform,15.235240624501156,-11.474295597810011,-0.0401025632969462,,,,,
102,quantum_samples,,,,,,,,
102,classical_normal,9.471891191270617,-5.968901998466915,0.0018888885194125276,,,,,
102,quantum_shadows,,,,,,,,
102,classical_uniform,15.352485950176533,-11.627627482781044,-0.055282048881053925,,,,,
103,quantum_samples,,,,,,,,
103,classical_normal,9.008304397265116,-5.470782544877794,-0.0010740736227792997,,,,,
103,quantum_shadows,,,,,,,,
103,classical_uniform,16.942892147944523,-13.142952148730938,0.06523076788737224,,,,,
104,quantum_samples,,,,,,,,
104,classical_normal,8.91657390859392,-5.416229837470585,-0.00455555550999836,,,,,
104,quantum_shadows,,,,,,,,
104,classical_uniform,17.16041528261625,-13.178160630739653,0.09169230696100455,,,,,
105,quantum_samples,,,,,,,,
105,classical_normal,8.861644466718039,-5.386268112394545,0.01762962986766878,,,,,
105,quantum_shadows,,,,,,,,
105,classical_uniform,17.656228432288536,-13.634906181922325,0.0631794884102419,,,,,
106,quantum_samples,,,,,,,,
106,classical_normal,8.648519661691454,-5.2148114575280085,-0.013444444977385166,,,,,
106,quantum_shadows,,,,,,,,
