epoch,generator_type,ValidationStep_FakeData_KLDivergence,ValidationStep_FakeData_LogLikelihood,ValidationStep_FakeData_IsPositive,ValidationStep_FakeData_WassersteinDistance,ValidationStep_FakeData_MMDDistance,train_g_loss_epoch,d_loss,g_loss
0,quantum_samples,8.975915988286337,-10.088855743408203,-0.0013333347936471303,1.1722996234893799,0.25760212540626526,0.18981172144412994,,
0,classical_normal,16.351989499727885,-18.226264867626252,0.29216393523803746,1.1733531951904297,0.29021504521369934,5.21720027923584,,
0,quantum_shadows,13.355088233947754,-9.067554473876953,0.09000000357627869,,,,,
0,classical_uniform,19.31946897506714,-19.565770149230957,0.07970370259135962,,,,,
1,quantum_samples,7.739688277244568,-6.3929595947265625,0.05666666803881526,0.4432743489742279,0.1718679964542389,11.572415351867676,,
1,classical_normal,15.377124613523483,-16.678948730718894,0.26323497041174376,0.5737403333187103,0.1521572843194008,12.152946472167969,,
1,quantum_shadows,12.07086181640625,-7.520228385925293,0.006000000052154064,,,,,
1,classical_uniform,14.368234581417507,-13.971301065550911,0.10266666958988127,,,,,
2,quantum_samples,5.496844559907913,-4.342528025309245,-0.033333332588275276,0.3456912636756897,0.12597912549972534,7.761099815368652,,
2,classical_normal,14.315628788510306,-15.640597437248855,0.34827322359425855,0.6546328067779541,0.12179595977067947,9.330280303955078,,
2,quantum_shadows,10.991547584533691,-6.6238579750061035,0.06199999898672104,,,,,
2,classical_uniform,14.008119901021322,-13.350552876790365,0.14170370478596953,,,,,
3,quantum_samples,5.322650119662285,-4.136581738789876,0.0346666673819224,0.40164312720298767,0.12746956944465637,6.253360748291016,,
3,classical_normal,13.893399500846863,-15.738330903600474,0.24109289584467647,0.36314885318279266,0.13667385280132294,5.54477596282959,,
3,quantum_shadows,9.722366333007812,-5.647208213806152,0.003999999724328518,,,,,
3,classical_uniform,16.18162777688768,-15.575419399473402,0.04318518419232634,,,,,
4,quantum_samples,7.719086647033691,-3.8778973817825317,0.047999996691942215,,,,,
4,classical_normal,12.973966562845668,-13.25336437928872,0.24496174967069118,0.45497408509254456,0.12420346587896347,3.3624935150146484,,
4,quantum_shadows,8.941047668457031,-4.980587005615234,0.009999999776482582,,,,,
4,classical_uniform,13.979496399561564,-13.305365138583714,0.2444444422920545,,,,,
5,quantum_samples,7.791163444519043,-3.9556503295898438,0.02800000086426735,,,,,
5,classical_normal,12.461367114384968,-12.583750092983246,0.20863333522963026,0.42817769944667816,0.15480707585811615,2.1237106323242188,,
5,quantum_shadows,8.913269996643066,-4.966394424438477,0.07000000029802322,,,,,
5,classical_uniform,13.561661137474907,-12.800411250856188,0.2451851855342587,,,,,
6,quantum_samples,7.709657669067383,-3.818624496459961,0.04200000315904617,,,,,
6,classical_normal,9.232855339439547,-13.201083056132,0.24827777741269935,0.32216158509254456,0.10820288211107254,1.0490763783454895,,
6,quantum_shadows,9.85850715637207,-5.704500198364258,-0.014000000432133675,,,,,
6,classical_uniform,15.210266219245064,-14.334709564844767,0.29377777786511516,,,,,
7,quantum_samples,7.605351448059082,-3.822298049926758,0.017999999225139618,,,,,
7,classical_normal,8.719215610501717,-42.828928144772846,0.12936666548678963,0.4423070400953293,0.1495228409767151,-0.11322123929858208,,
7,quantum_shadows,9.936088562011719,-5.844842910766602,0.07999999821186066,,,,,
7,classical_uniform,14.540209425820244,-13.423955652448866,0.2630000002682209,,,,,
8,quantum_samples,7.751857280731201,-3.8535141944885254,0.0,,,,,
8,classical_normal,8.476190248314214,-112.5907318075498,0.11611111182719469,0.43676018714904785,0.11206739768385887,-0.5510937571525574,,
8,quantum_shadows,8.057186126708984,-4.087123394012451,0.024000000208616257,,,,,
8,classical_uniform,12.117979923884073,-10.891093757417467,0.2897037051411139,,,,,
9,quantum_samples,7.720401763916016,-3.8540401458740234,-0.07799999415874481,,,,,
9,classical_normal,8.616948359574263,-217.71810506979625,0.14747777694525818,0.32530030608177185,0.1267758384346962,-1.113641768693924,,
9,quantum_shadows,7.560140609741211,-3.832474708557129,0.04800000041723251,,,,,
9,classical_uniform,12.033214569091797,-10.810672627555,0.16244444225190413,,,,,
10,quantum_samples,7.859610557556152,-3.9109601974487305,-0.01599999889731407,,,,,
10,classical_normal,8.102156202728843,-62.02882005373637,0.15531111103482545,0.30988816916942596,0.10851886123418808,-1.1113190203905106,,
10,quantum_shadows,,,,,,,,
10,classical_uniform,11.251731051339043,-9.94724354479048,-0.012777779354817338,,,,,
11,quantum_samples,7.966292381286621,-3.998480796813965,-0.0559999980032444,,,,,
11,classical_normal,7.163694373564795,-224.68910264174144,0.2128111096099019,0.2767244577407837,0.13134665042161942,-0.2672867774963379,,
11,quantum_shadows,,,,,,,,
11,classical_uniform,16.778576334317524,-15.363658322228325,0.08340740529820323,,,,,
12,quantum_samples,7.520407676696777,-3.815875768661499,-0.05000000447034836,,,,,
12,classical_normal,7.869870360137201,-16.76329540014267,0.2472111110323264,0.40737828612327576,0.14388838410377502,-1.5056324005126953,,
12,quantum_shadows,,,,,,,,
12,classical_uniform,25.936984578768413,-24.362832572725083,-0.010666661999291845,,,,,
13,quantum_samples,7.616879463195801,-3.770854949951172,0.014000000432133675,,,,,
13,classical_normal,7.074903234451388,-32.926515916983284,0.1915111118487807,0.34121283888816833,0.1183958388864994,-1.490757942199707,,
13,quantum_shadows,,,,,,,,
13,classical_uniform,12.354462174808278,-29.727234019173515,0.013592590784860982,,,,,
14,quantum_samples,7.634931564331055,-3.7970290184020996,0.017999999225139618,,,,,
14,classical_normal,9.101364009474453,-10.969957355658213,0.19078889046019565,0.3988068699836731,0.14182838052511215,-1.7225171327590942,,
14,quantum_shadows,,,,,,,,
14,classical_uniform,22.1973553498586,-20.523634036382038,0.256296298156182,,,,,
15,quantum_samples,8.373603820800781,-4.220950126647949,0.010000000707805157,,,,,
15,classical_normal,9.265897267979794,-9.320366311073304,0.22693333451946576,0.31758344173431396,0.10873902216553688,-2.600285530090332,,
15,quantum_shadows,,,,,,,,
15,classical_uniform,14.966696474287245,-13.036034160190159,0.40766666679539615,,,,,
16,quantum_samples,7.514275550842285,-3.7510409355163574,-0.007999999448657036,,,,,
16,classical_normal,9.231509056070756,-8.947869785626729,0.1790999966751163,0.4638602137565613,0.17234966903924942,-3.0019251108169556,,
16,quantum_shadows,,,,,,,,
16,classical_uniform,13.89605320824517,-11.892202814420065,0.2720000011225541,,,,,
17,quantum_samples,7.586915969848633,-3.722500801086426,-0.02199999988079071,,,,,
17,classical_normal,9.047794930636883,-9.745474318663279,0.2365444448310882,0.377689927816391,0.12785399705171585,-1.2723884880542755,,
17,quantum_shadows,,,,,,,,
17,classical_uniform,13.455819845199585,-11.333558268017239,0.28862962478564846,,,,,
18,quantum_samples,8.000346183776855,-4.009528636932373,0.02800000086426735,,,,,
18,classical_normal,8.892113723141815,-8.008530871073406,0.1899333346803259,0.3954039514064789,0.12324639782309532,-1.355663884896785,,
18,quantum_shadows,,,,,,,,
18,classical_uniform,14.13285364045037,-11.9448704984453,0.37522221972338027,,,,,
19,quantum_samples,7.424356460571289,-3.6931824684143066,0.007999999448657036,,,,,
19,classical_normal,8.326707568518552,-8.272401734193165,0.20871111186376462,0.40182559192180634,0.11779315769672394,-1.3746947050094604,,
19,quantum_shadows,,,,,,,,
19,classical_uniform,15.134750816557142,-12.844617300563389,0.263592603099015,,,,,
20,quantum_samples,,,,,,,,
20,classical_normal,8.846113415767572,-7.594617958726554,0.1914942533596708,0.3656204640865326,0.1320040076971054,-0.5495196580886841,,
20,quantum_shadows,,,,,,,,
20,classical_uniform,17.611243290059708,-15.32954447409686,0.21356863046393676,,,,,
21,quantum_samples,,,,,,,,
21,classical_normal,8.937847008396473,-7.3454859708917555,0.17542528747460515,0.4294189512729645,0.1798451840877533,-1.6049229502677917,,
21,quantum_shadows,,,,,,,,
21,classical_uniform,19.023622078054093,-16.677271380144006,-0.11858822662821587,,,,,
22,quantum_samples,,,,,,,,
22,classical_normal,8.338612559596422,-7.944197926028021,0.22920689725413404,0.3114153742790222,0.09453117102384567,-2.7913119103759527,,
22,quantum_shadows,,,,,,,,
22,classical_uniform,15.753755509853363,-17.63320821874282,0.017137255629195887,,,,,
23,quantum_samples,,,,,,,,
23,classical_normal,8.327543364451179,-8.079924320352488,0.18175862146669935,0.2691235989332199,0.09720828384160995,-2.3290600776672363,,
23,quantum_shadows,,,,,,,,
23,classical_uniform,14.636471420526505,-16.691774199990665,0.051960788119365185,,,,,
24,quantum_samples,,,,,,,,
24,classical_normal,8.531144260808274,-9.1633548531039,0.16973563423380256,0.34705880284309387,0.13480033725500107,-2.9524388909339905,,
24,quantum_shadows,,,,,,,,
24,classical_uniform,14.793477445840836,-16.681296152227066,-0.05047058642787092,,,,,
25,quantum_samples,,,,,,,,
25,classical_normal,8.739730399472776,-9.725743943247302,0.2695287359301697,0.39375685155391693,0.12065354362130165,-2.597897417843342,,
25,quantum_shadows,,,,,,,,
25,classical_uniform,14.960970312356949,-16.70036756291109,0.09658823874505128,,,,,
26,quantum_samples,,,,,,,,
26,classical_normal,8.662052376126802,-8.70296311378479,0.2730919524770358,0.30398307740688324,0.12429318949580193,-2.0961053520441055,,
26,quantum_shadows,,,,,,,,
26,classical_uniform,15.67936098575592,-17.40102664162131,0.08317646899205797,,,,,
27,quantum_samples,,,,,,,,
27,classical_normal,8.542845116826621,-7.896942307209146,0.2173563216307104,0.3537931889295578,0.1305302008986473,-3.1067384481430054,,
27,quantum_shadows,,,,,,,,
27,classical_uniform,14.830507904291153,-16.289963848450604,-0.10184313773232348,,,,,
28,quantum_samples,,,,,,,,
28,classical_normal,8.23319034099027,-7.439503192901611,0.23108045864400678,0.36606350541114807,0.11402518302202225,-3.4154767990112305,,
28,quantum_shadows,,,,,,,,
28,classical_uniform,13.58012941479683,-14.42023504481596,-0.031019607997115922,,,,,
29,quantum_samples,,,,,,,,
29,classical_normal,8.500065674522409,-7.772118017591279,0.15181609245027874,0.2841968983411789,0.10719001293182373,-3.5627361685037613,,
29,quantum_shadows,,,,,,,,
29,classical_uniform,12.744592919945717,-13.57038244079141,-0.14623528949039824,,,,,
30,quantum_samples,,,,,,,,
30,classical_normal,8.619542493269993,-7.672190419265202,0.17594047473228006,,,,,
30,quantum_shadows,,,,,,,,
30,classical_uniform,14.064483239100529,-15.388121247291565,-0.1987619059426444,,,,,
31,quantum_samples,,,,,,,,
31,classical_normal,8.644052887862584,-7.1096959965569635,0.13017857135439823,,,,,
31,quantum_shadows,,,,,,,,
31,classical_uniform,15.717840964977558,-16.650763784136092,-0.3859047628939152,,,,,
32,quantum_samples,,,,,,,,
32,classical_normal,8.541011940758183,-6.868208246571677,0.17897619145722793,,,,,
32,quantum_shadows,,,,,,,,
32,classical_uniform,15.273350733977098,-15.68679938997541,-0.15199998899229936,,,,,
33,quantum_samples,,,,,,,,
33,classical_normal,8.941049072959206,-6.902058243751526,0.12721428706676566,,,,,
33,quantum_shadows,,,,,,,,
33,classical_uniform,14.394894251456627,-15.055557915142604,-0.19171428680419922,,,,,
34,quantum_samples,,,,,,,,
34,classical_normal,8.497644411193,-6.802697841610227,0.17222619087468566,,,,,
34,quantum_shadows,,,,,,,,
34,classical_uniform,14.709360452798697,-14.999195405415126,-0.15904762409627438,,,,,
35,quantum_samples,,,,,,,,
35,classical_normal,8.389215109483251,-6.994196095636913,0.12263095338961907,,,,,
35,quantum_shadows,,,,,,,,
35,classical_uniform,14.648065456977257,-14.935610737119402,-0.0923809509813076,,,,,
36,quantum_samples,,,,,,,,
36,classical_normal,9.0001041802493,-7.020077858652387,0.1827261885212335,,,,,
36,quantum_shadows,,,,,,,,
36,classical_uniform,15.67108363371629,-15.356640645435878,-0.00980953366628715,,,,,
37,quantum_samples,,,,,,,,
37,classical_normal,8.478559408547744,-6.989075217928205,0.14565476065867447,,,,,
37,quantum_shadows,,,,,,,,
37,classical_uniform,18.327381500831017,-18.024762051446096,-0.10676189778106553,,,,,
38,quantum_samples,,,,,,,,
38,classical_normal,8.54276246936233,-6.710456605468478,0.19479761893827735,,,,,
38,quantum_shadows,,,,,,,,
38,classical_uniform,16.071726688971886,-16.048218897410802,-0.0003809653488653047,,,,,
39,quantum_samples,,,,,,,,
39,classical_normal,8.680080995776436,-6.821181012051446,0.14426190526864957,,,,,
39,quantum_shadows,,,,,,,,
39,classical_uniform,16.41865110397339,-16.105522087642125,0.16628572264952318,,,,,
40,quantum_samples,,,,,,,,
40,classical_normal,8.751350171999498,-6.981088825634548,0.09155952594509083,,,,,
40,quantum_shadows,,,,,,,,
40,classical_uniform,16.7256529881404,-16.391409022467478,0.1933333378817354,,,,,
41,quantum_samples,,,,,,,,
41,classical_normal,8.735506337339228,-7.062364339828491,0.04522618909998398,,,,,
41,quantum_shadows,,,,,,,,
41,classical_uniform,15.801764249801636,-14.783929637500218,0.07285713351198606,,,,,
42,quantum_samples,,,,,,,,
42,classical_normal,8.569721794128418,-6.766426512173244,0.09000000005887289,,,,,
42,quantum_shadows,,,,,,,,
42,classical_uniform,16.480024887965275,-15.030922378812518,-0.0006666626182517835,,,,,
43,quantum_samples,,,,,,,,
43,classical_normal,8.362661897052417,-6.698622397014073,0.08555952469967971,,,,,
43,quantum_shadows,,,,,,,,
43,classical_uniform,21.34467491736779,-20.1047397341047,0.00780952163040638,,,,,
44,quantum_samples,,,,,,,,
44,classical_normal,8.343739858540621,-6.843302641596113,0.08726190638844855,,,,,
44,quantum_shadows,,,,,,,,
44,classical_uniform,24.645887815035305,-22.932211909975326,0.14057142963533156,,,,,
45,quantum_samples,,,,,,,,
45,classical_normal,8.444903399727561,-6.6026215851306915,0.05258333358714091,,,,,
45,quantum_shadows,,,,,,,,
45,classical_uniform,24.267081260681152,-20.36358506338937,0.03466666862368584,,,,,
46,quantum_samples,,,,,,,,
46,classical_normal,8.260787671262568,-6.4067882640021185,0.05348809514128204,,,,,
46,quantum_shadows,,,,,,,,
46,classical_uniform,17.879018636850212,-15.972403424126762,0.014857139438390732,,,,,
47,quantum_samples,,,,,,,,
47,classical_normal,8.254999032887545,-6.441309371164867,0.07582142912516636,,,,,
47,quantum_shadows,,,,,,,,
47,classical_uniform,15.364727093623234,-13.38055852481297,0.06561905145645142,,,,,
48,quantum_samples,,,,,,,,
48,classical_normal,8.256092264435509,-6.299008595091956,0.07898809513010617,,,,,
48,quantum_shadows,,,,,,,,
48,classical_uniform,15.637229625995342,-13.24319440977914,0.21561905249421084,,,,,
49,quantum_samples,,,,,,,,
49,classical_normal,8.324214969981801,-6.342372660126005,0.04719047585967928,,,,,
49,quantum_shadows,,,,,,,,
49,classical_uniform,17.53346822812007,-14.743616325514656,0.1778095209571932,,,,,
50,quantum_samples,,,,,,,,
50,classical_normal,9.078513427656524,-6.520351386070251,0.05014666693750769,,,,,
50,quantum_shadows,,,,,,,,
50,classical_uniform,16.614057336534774,-12.446974447795323,0.22352381316678865,,,,,
51,quantum_samples,,,,,,,,
51,classical_normal,9.644420948028564,-6.590444922447205,0.07120000251336023,,,,,
51,quantum_shadows,,,,,,,,
51,classical_uniform,15.138467584337507,-11.169130631855555,0.19266666587541945,,,,,
52,quantum_samples,,,,,,,,
52,classical_normal,9.658598364615926,-6.902494430541992,0.025640000947751106,,,,,
52,quantum_shadows,,,,,,,,
52,classical_uniform,14.064061318125043,-10.073506678853716,0.11933333426713943,,,,,
53,quantum_samples,,,,,,,,
53,classical_normal,9.984679355621338,-7.018421082496643,0.07662666626973078,,,,,
53,quantum_shadows,,,,,,,,
53,classical_uniform,16.701539243970597,-12.81576565333775,0.030857140497703637,,,,,
54,quantum_samples,,,,,,,,
54,classical_normal,9.335285926351743,-6.834248332977295,0.07452000048942864,,,,,
54,quantum_shadows,,,,,,,,
54,classical_uniform,15.050258840833392,-11.389393976756505,0.07809523612793003,,,,,
55,quantum_samples,,,,,,,,
55,classical_normal,9.386799983978271,-6.390174813270569,0.04438666633563116,,,,,
55,quantum_shadows,,,,,,,,
55,classical_uniform,14.563122204371862,-10.750161409378052,-0.01933333676840578,,,,,
56,quantum_samples,,,,,,,,
56,classical_normal,9.422978200912475,-6.5397562789917,0.08165333356397848,,,,,
56,quantum_shadows,,,,,,,,
56,classical_uniform,14.647941998073033,-10.612783057349068,-0.08761904501755323,,,,,
57,quantum_samples,,,,,,,,
57,classical_normal,8.922810612892619,-6.681184029579162,0.018466667812317608,,,,,
57,quantum_shadows,,,,,,,,
57,classical_uniform,13.413555315562657,-9.364716529846191,-0.18133332912943192,,,,,
58,quantum_samples,,,,,,,,
58,classical_normal,9.320916808381373,-7.067745018005371,0.08601333369190495,,,,,
58,quantum_shadows,,,,,,,,
58,classical_uniform,13.364727360861641,-9.33466569014958,-0.13400000214044536,,,,,
59,quantum_samples,,,,,,,,
59,classical_normal,9.117317267826625,-6.599782772064209,0.02881333327541749,,,,,
59,quantum_shadows,,,,,,,,
59,classical_uniform,16.38362874303545,-12.276401962552752,-0.07780952139624528,,,,,
60,quantum_samples,,,,,,,,
